sale_price,living_area,bedrooms,house_age,overall_quality,overall_condition,lot_area,full_bath,neighborhood,year_built,year_sold
137450,1608,3,84,6,6,6171,2,SWISU,1925,2009
155000,1135,3,73,7,9,7200,1,SWISU,1936,2009
177000,1913,3,81,6,6,7558,1,Crawfor,1928,2009
145000,1477,3,81,7,7,6292,2,SWISU,1928,2009
137000,1228,3,91,7,8,7155,1,Crawfor,1918,2009
234000,2080,3,83,7,9,10918,1,Crawfor,1926,2009
205000,1567,2,69,5,6,13680,1,Crawfor,1940,2009
177500,1494,3,67,6,7,7500,1,Crawfor,1942,2009
160000,1308,2,69,5,7,9600,1,Crawfor,1940,2009
155000,1273,2,49,5,4,14680,1,Crawfor,1960,2009
163500,964,2,88,5,7,13360,1,Crawfor,1921,2009
154900,1343,3,88,5,6,7681,1,Crawfor,1921,2009
205000,2480,5,69,7,6,8145,2,Crawfor,1940,2009
144800,1112,2,55,5,6,9100,1,Crawfor,1954,2009
174500,1564,3,68,7,7,12000,1,Crawfor,1941,2009
193000,1561,3,49,6,6,13339,2,Crawfor,1960,2009
158000,1523,3,60,5,7,15600,2,Crawfor,1949,2009
158500,1152,3,59,6,8,14000,1,Crawfor,1950,2009
224000,1906,3,55,6,5,17500,1,Crawfor,1954,2009
115000,1032,2,29,6,6,1733,1,Blueste,1980,2009
137000,1229,2,29,6,6,1488,1,Blueste,1980,2009
121000,1229,2,29,6,6,1612,1,Blueste,1980,2009
124000,1229,2,29,6,6,1300,1,Blueste,1980,2009
208000,1982,3,23,6,6,13607,2,Crawfor,1986,2009
315000,2365,3,38,7,9,17597,2,Crawfor,1971,2009
222000,1680,3,21,6,9,21695,2,Crawfor,1988,2009
147000,1344,3,89,5,7,10690,1,IDOTRR,1920,2009
123000,2168,5,109,5,6,8660,2,IDOTRR,1900,2009
78000,1192,3,89,5,5,6402,1,IDOTRR,1920,2009
85000,1526,2,94,3,2,8470,1,IDOTRR,1915,2009
75000,572,2,84,4,6,10200,1,IDOTRR,1925,2009
230000,1648,2,2,8,5,3843,2,Crawfor,2007,2009
57625,810,1,99,2,4,21780,1,IDOTRR,1910,2009
251000,2052,3,9,8,5,10125,2,Mitchel,2000,2009
239686,2149,1,6,7,5,12822,1,Mitchel,2003,2009
240000,1710,3,5,7,5,12118,2,Mitchel,2004,2009
215000,1961,3,8,6,5,12209,2,Mitchel,2001,2009
156450,926,2,32,6,6,9750,1,Mitchel,1977,2009
173000,1287,2,32,6,7,9360,1,Mitchel,1977,2009
126000,1734,4,32,5,5,10125,2,Mitchel,1977,2009
173000,1217,3,19,7,5,9947,2,Mitchel,1990,2009
152000,1595,2,18,5,5,11070,2,Mitchel,1991,2009
137500,1344,3,51,6,6,14375,1,Timber,1958,2009
375000,2036,3,44,7,5,215245,2,Timber,1965,2009
315500,1620,2,2,9,5,12898,2,Timber,2007,2009
224500,1692,3,0,7,5,13159,2,Timber,2009,2009
410000,2036,3,1,9,5,13438,2,Timber,2008,2009
316500,1641,3,1,9,5,14463,2,Timber,2008,2009
201000,1466,3,2,8,5,8925,2,Timber,2007,2009
175000,1412,3,21,6,5,11457,2,Timber,1988,2009
204000,2237,3,29,6,8,9839,2,Timber,1980,2009
213500,1479,3,22,7,5,14419,2,Timber,1987,2009
220000,1296,2,8,8,5,6853,2,Timber,2001,2009
170000,2014,3,6,7,5,9157,2,Timber,2003,2009
315000,1838,2,3,9,5,14601,2,Timber,2006,2009
425000,1978,2,2,9,5,12633,2,Timber,2007,2009
139500,1008,3,41,5,7,12518,1,Mitchel,1968,2009
115000,1771,3,49,5,4,21750,1,Mitchel,1960,2009
162000,1204,2,11,6,5,4500,2,Mitchel,1998,2009
165000,1224,2,10,6,5,4500,2,Mitchel,1999,2009
91000,988,2,36,4,5,1596,1,MeadowV,1973,2009
130000,874,3,41,5,6,9858,1,Mitchel,1968,2009
86000,630,1,39,4,8,1526,1,MeadowV,1970,2009
160000,1404,3,40,5,5,13383,2,Mitchel,1969,2009
80000,630,1,39,4,4,1477,1,MeadowV,1970,2009
97000,1344,3,39,4,6,1533,1,MeadowV,1970,2009
88000,1092,3,39,4,4,2217,1,MeadowV,1970,2009
131900,796,2,37,5,8,7689,1,Mitchel,1972,2009
131250,1091,2,16,6,5,7706,1,Mitchel,1993,2009
165500,1110,1,31,5,6,9101,1,Mitchel,1978,2009
112000,833,3,24,5,5,8780,1,Mitchel,1985,2009
149000,883,2,17,5,6,7669,1,Mitchel,1992,2009
143000,1362,1,16,5,5,14115,1,Mitchel,1993,2009
130000,1287,3,17,5,5,10429,1,Mitchel,1992,2009
196000,1567,2,32,6,5,9819,2,Mitchel,1977,2009
173000,1632,4,40,5,7,10457,1,Mitchel,1969,2009
176500,1414,3,50,6,8,11029,1,NAmes,1958,2008
237500,2117,4,38,6,7,12925,2,NAmes,1970,2008
206900,2112,4,39,6,5,11075,2,NAmes,1969,2008
187500,1604,3,11,6,5,8702,2,Gilbert,1997,2008
165000,1470,3,13,6,5,8139,2,Gilbert,1995,2008
195500,1604,3,10,6,5,9535,2,Gilbert,1998,2008
192000,1638,3,10,6,5,9042,2,Gilbert,1998,2008
173000,1636,3,12,6,5,15038,2,Gilbert,1996,2008
177900,1384,3,12,5,5,14137,2,Gilbert,1996,2008
175000,1446,3,12,7,5,21872,2,Gilbert,1996,2008
286000,1593,0,7,8,5,4923,1,StoneBr,2001,2008
247900,1682,1,11,8,5,6264,1,StoneBr,1997,2008
180000,1337,2,15,8,5,5395,2,StoneBr,1993,2008
180000,1280,2,16,8,5,5070,2,StoneBr,1992,2008
181000,1604,3,11,6,5,10839,2,Gilbert,1997,2008
183000,1633,3,10,6,5,11184,2,Gilbert,1998,2008
188000,1658,3,13,6,5,8000,2,Gilbert,1995,2008
194500,1895,3,14,7,5,10832,2,Gilbert,1994,2008
185000,1709,3,17,6,5,14067,2,Gilbert,1991,2008
189000,1228,2,20,8,5,4671,2,StoneBr,1988,2008
188500,1337,2,19,8,5,5950,2,StoneBr,1989,2008
355000,2500,5,3,8,5,13543,3,StoneBr,2005,2008
325000,2504,4,3,9,5,11198,2,StoneBr,2005,2008
387000,1884,2,4,9,5,15401,2,StoneBr,2004,2008
115000,1474,3,56,6,2,31220,1,Gilbert,1952,2008
334000,1710,2,1,9,5,8118,2,StoneBr,2007,2008
133000,1488,3,58,6,5,47280,2,Gilbert,1950,2008
215000,2093,3,22,7,6,20544,2,NWAmes,1986,2008
226500,1688,2,20,7,6,12680,2,NWAmes,1988,2008
175500,1422,3,27,6,6,12090,2,NWAmes,1981,2008
181900,1260,3,25,7,7,10825,2,NWAmes,1983,2008
235000,2064,3,30,7,5,18559,2,NWAmes,1978,2008
220000,1782,3,29,7,5,14450,2,NWAmes,1979,2008
272000,2872,4,31,6,7,12227,2,NWAmes,1977,2008
161000,1211,3,32,6,5,13068,2,NWAmes,1976,2008
175000,1126,3,31,5,6,15611,2,NWAmes,1977,2008
185000,2044,3,28,7,6,10400,2,NWAmes,1980,2008
146900,1308,3,39,5,6,9743,1,NWAmes,1969,2008
292500,2840,4,30,7,7,12511,2,NWAmes,1978,2008
180000,1523,3,32,6,5,11361,2,NWAmes,1976,2008
159900,1444,2,32,6,5,10400,2,NWAmes,1976,2008
205000,1964,4,32,7,6,10480,2,NWAmes,1976,2008
157000,1178,3,35,5,6,10000,1,NWAmes,1973,2008
306000,2340,4,12,8,5,14311,2,NWAmes,1996,2008
133000,1792,4,34,5,5,9000,2,NAmes,1974,2008
151000,1054,3,39,6,8,9750,1,NAmes,1969,2008
111900,936,2,39,4,6,10295,1,NAmes,1969,2008
123000,864,3,37,5,5,7560,1,NAmes,1971,2008
111250,864,3,36,4,5,12735,1,NAmes,1972,2008
181000,1337,2,10,6,5,4060,2,NAmes,1998,2008
103400,987,2,35,6,5,1680,1,BrDale,1973,2008
100000,987,2,35,6,5,1680,1,BrDale,1973,2008
100500,987,2,36,6,6,1890,1,BrDale,1972,2008
106000,987,2,38,6,6,1869,1,BrDale,1970,2008
85400,987,2,37,6,5,1680,1,BrDale,1971,2008
89500,987,2,37,6,3,1680,1,BrDale,1971,2008
111750,1302,3,36,5,5,1680,2,BrDale,1972,2008
140000,1069,2,31,6,6,4043,2,NPkVill,1977,2008
143000,1456,4,33,6,6,2308,2,NPkVill,1975,2008
148500,1055,2,31,7,6,2529,2,NPkVill,1977,2008
110000,892,3,42,5,5,9477,1,NAmes,1966,2008
394617,1932,2,0,8,5,12444,2,NridgHt,2008,2008
426000,2332,3,1,10,5,12474,2,NridgHt,2007,2008
385000,2084,2,1,10,5,14803,2,NridgHt,2007,2008
446261,2713,3,0,9,5,14948,2,NridgHt,2008,2008
317500,1582,3,1,8,5,12704,2,NridgHt,2007,2008
372402,1710,2,1,8,5,13891,2,NridgHt,2007,2008
417500,2464,4,1,8,5,13693,2,NridgHt,2007,2008
383000,1950,2,1,9,5,14418,2,NridgHt,2007,2008
390000,2748,4,2,9,5,13418,2,NridgHt,2006,2008
460000,2790,4,3,10,5,12539,2,NridgHt,2005,2008
379000,2331,3,3,9,5,12151,2,NridgHt,2005,2008
250000,2088,4,1,8,5,8899,2,NridgHt,2007,2008
316000,2332,4,4,8,5,10574,2,NridgHt,2004,2008
615000,2470,1,5,10,5,12720,1,NridgHt,2003,2008
412500,2668,3,5,9,5,13688,2,NridgHt,2003,2008
284000,2046,3,5,7,5,10625,2,NridgHt,2003,2008
284000,1575,2,5,8,5,10845,2,NridgHt,2003,2008
421250,2649,4,7,8,5,16900,2,NridgHt,2001,2008
370000,2690,4,5,8,5,16451,2,NridgHt,2003,2008
336860,1866,2,0,9,5,10110,2,NridgHt,2008,2008
367294,1702,1,0,9,5,8769,1,NridgHt,2008,2008
192000,1367,2,3,7,5,12304,2,NridgHt,2005,2008
274000,1518,1,5,8,5,12677,1,NridgHt,2003,2008
266000,1684,2,3,9,5,8849,2,NridgHt,2005,2008
370967,1800,2,1,9,5,8232,2,NridgHt,2007,2008
234250,1342,2,2,8,5,6240,2,NridgHt,2006,2008
219500,1342,2,2,8,5,6240,2,NridgHt,2006,2008
155000,1626,2,5,7,5,2448,2,NridgHt,2003,2008
154000,1626,2,5,7,5,2448,2,NridgHt,2003,2008
207000,1358,2,4,7,5,8198,2,NridgHt,2004,2008
195000,1455,2,5,7,5,3940,2,Blmngtn,2003,2008
219990,1576,2,4,7,5,3940,2,Blmngtn,2004,2008
191000,1504,2,3,7,5,3182,2,Blmngtn,2005,2008
159895,1266,2,1,7,5,3182,2,Blmngtn,2007,2008
187687,1246,2,1,7,5,3710,2,Blmngtn,2007,2008
179000,1515,3,4,6,5,9024,2,Gilbert,2004,2008
193000,1593,3,4,6,5,7415,2,Gilbert,2004,2008
190000,1166,2,3,7,5,9587,2,Gilbert,2005,2008
176000,1456,3,3,6,5,8029,2,Gilbert,2005,2008
188000,1720,3,6,7,5,8010,2,Gilbert,2002,2008
213000,1986,4,5,7,5,8396,2,Gilbert,2003,2008
217300,1358,2,1,7,6,7301,2,NridgHt,2007,2008
186500,1792,3,8,6,5,10261,2,Gilbert,2000,2008
226750,1892,3,8,7,5,8220,2,Gilbert,2000,2008
184000,1490,3,4,7,5,15384,2,Gilbert,2004,2008
176000,1414,3,6,7,5,7750,2,Gilbert,2002,2008
225000,2322,4,9,7,5,12460,2,Gilbert,1999,2008
185900,1651,3,9,7,5,8390,2,Gilbert,1999,2008
284500,2199,3,11,8,5,9660,2,NoRidge,1997,2008
315000,2630,4,10,8,5,9200,2,NoRidge,1998,2008
250000,2198,4,8,8,5,14260,2,NoRidge,2000,2008
291000,2172,4,8,9,5,11000,2,NoRidge,2000,2008
350000,2006,2,10,8,5,11675,2,NoRidge,1998,2008
279500,2125,4,12,7,5,10990,2,NoRidge,1996,2008
290000,2501,4,13,8,7,11929,2,NoRidge,1995,2008
350000,2113,2,13,8,6,10437,2,NoRidge,1995,2008
341000,2418,3,15,7,5,10542,2,NoRidge,1993,2008
287500,2197,4,15,7,5,10010,2,NoRidge,1993,2008
271000,2127,3,14,7,5,10944,2,NoRidge,1994,2008
301500,1987,2,14,8,5,14303,2,NoRidge,1994,2008
235128,1580,3,1,8,5,11932,2,Somerst,2007,2008
214000,1933,4,1,6,5,14598,2,Somerst,2007,2008
232000,1574,3,2,8,5,11957,2,Somerst,2006,2008
240000,1578,3,2,7,5,13253,2,Somerst,2006,2008
264132,1506,2,0,9,5,14587,2,Somerst,2008,2008
245000,1563,3,1,8,5,10206,2,Somerst,2007,2008
227680,1428,3,0,7,5,12274,2,Somerst,2008,2008
257000,1861,3,1,8,5,9801,3,Somerst,2007,2008
297900,1874,3,1,8,5,9428,2,Somerst,2007,2008
247000,1460,3,2,8,5,10037,2,Somerst,2006,2008
212700,1372,3,1,8,5,8640,2,Somerst,2007,2008
250580,1372,3,1,7,5,8640,2,Somerst,2007,2008
182000,1428,3,1,7,5,11639,2,Somerst,2007,2008
226700,1768,3,3,7,5,9803,2,Somerst,2005,2008
250000,1992,3,5,8,5,9375,2,Somerst,2003,2008
250000,1958,3,3,7,5,10625,2,Somerst,2005,2008
339750,2078,3,1,8,5,10800,2,Somerst,2007,2008
205950,1665,3,1,7,6,8125,2,Somerst,2007,2008
256000,1660,3,1,8,5,10625,2,Somerst,2007,2008
230348,1218,2,1,7,5,7500,2,Somerst,2007,2008
207500,1728,3,5,6,5,8791,2,Somerst,2003,2008
141000,1080,3,4,7,5,7500,1,SawyerW,2004,2008
188000,1696,3,5,6,5,10110,2,SawyerW,2003,2008
192500,1663,3,5,7,5,12774,2,SawyerW,2003,2008
146000,1175,3,3,6,5,13072,1,SawyerW,2005,2008
159000,1114,3,4,5,5,13695,1,SawyerW,2004,2008
155000,1114,3,5,6,5,13695,1,SawyerW,2003,2008
173000,1640,3,4,6,5,8366,2,SawyerW,2004,2008
170000,1162,3,1,7,5,9260,2,SawyerW,2007,2008
182000,1609,3,13,6,5,8453,2,SawyerW,1995,2008
163000,1680,3,15,6,5,8480,2,SawyerW,1993,2008
193500,1679,3,14,6,5,8125,2,SawyerW,1994,2008
189000,1657,3,14,7,5,14565,2,SawyerW,1994,2008
190500,1677,3,7,6,5,8450,2,SawyerW,2001,2008
175000,1737,3,16,7,5,8285,2,SawyerW,1992,2008
179200,1294,3,17,6,5,7153,2,SawyerW,1991,2008
187000,1710,3,15,6,5,9291,2,SawyerW,1993,2008
193000,1617,2,15,6,5,8012,2,SawyerW,1993,2008
153900,1199,2,15,6,5,7892,2,SawyerW,1993,2008
128000,984,3,45,5,5,9100,1,Sawyer,1963,2008
144000,912,2,46,5,6,12968,1,Sawyer,1962,2008
135000,864,3,47,5,8,8100,1,Sawyer,1961,2008
115000,890,3,40,5,5,8450,1,Sawyer,1968,2008
119916,864,3,45,5,5,6360,1,Sawyer,1963,2008
142000,912,3,47,6,8,6768,1,Sawyer,1961,2008
192000,1430,3,34,6,5,19508,2,Veenker,1974,2008
140000,1641,4,36,5,4,10759,2,Sawyer,1972,2008
290000,2683,4,18,6,5,9205,2,NoRidge,1990,2008
372500,2786,4,15,9,5,11025,2,NoRidge,1993,2008
196000,1391,2,4,7,5,4282,2,Somerst,2004,2008
171900,1250,2,2,7,5,4017,2,Somerst,2006,2008
178000,1245,1,4,7,5,3435,2,Somerst,2004,2008
165000,1200,2,3,6,5,3180,2,Somerst,2005,2008
146000,1392,2,1,7,5,3180,2,Somerst,2007,2008
146000,1392,2,1,7,5,3604,2,Somerst,2007,2008
179400,1501,3,9,7,5,2280,2,Somerst,1999,2008
172900,1549,3,9,6,5,2280,2,Somerst,1999,2008
300000,1638,2,8,9,5,4765,2,Somerst,2000,2008
285000,1310,1,7,9,5,4538,1,Somerst,2001,2008
290000,1419,2,7,9,5,4385,1,Somerst,2001,2008
305000,1557,2,9,9,5,4109,2,Somerst,1999,2008
328900,1709,2,9,9,5,5119,2,Somerst,1999,2008
160000,1252,2,9,7,5,2160,2,Somerst,1999,2008
170000,1404,3,9,7,5,2160,2,Somerst,1999,2008
223000,1789,3,7,7,5,10646,2,Somerst,2001,2008
170000,1586,3,9,8,5,2645,2,Somerst,1999,2008
200000,1607,3,9,8,5,2645,2,Somerst,1999,2008
345000,2393,2,10,10,5,3951,2,Somerst,1998,2008
245500,1288,1,12,8,5,14963,1,Veenker,1996,2008
217500,1239,1,13,8,5,11064,1,Veenker,1995,2008
324000,1719,1,15,8,5,10846,1,Veenker,1993,2008
162500,1232,3,24,6,6,11120,2,Veenker,1984,2008
150000,2944,3,31,9,3,24572,2,Veenker,1977,2008
290000,1671,3,32,8,9,16280,3,Veenker,1976,2008
205000,1812,3,6,7,5,7500,2,Somerst,2002,2008
174000,1682,3,38,7,6,10400,2,NWAmes,1970,2008
183000,1427,4,39,6,6,11104,2,NWAmes,1969,2008
150000,1740,4,40,6,5,11050,1,NWAmes,1968,2008
145000,1258,3,37,6,7,11040,2,NWAmes,1971,2008
215000,1620,4,41,7,7,15387,2,NWAmes,1967,2008
140500,1625,4,43,5,6,9750,2,NWAmes,1965,2008
240000,2614,4,34,6,7,10800,2,NWAmes,1974,2008
141000,1464,4,40,5,6,8814,1,NAmes,1968,2008
147000,912,2,43,5,8,8872,1,NAmes,1965,2008
135000,925,3,43,5,7,8125,1,NAmes,1965,2008
145000,1728,6,43,5,5,11072,2,NAmes,1965,2008
142600,1728,6,43,5,5,13101,2,NAmes,1965,2008
135000,1656,4,35,5,5,9246,2,NWAmes,1973,2008
170000,1670,4,37,7,6,13355,1,NWAmes,1971,2008
299800,2715,4,32,8,9,8963,3,NWAmes,1976,2008
185000,1876,4,34,6,6,9120,2,NWAmes,1974,2008
173000,1632,4,42,6,8,9130,1,NWAmes,1966,2008
178400,999,3,47,7,9,12122,1,NAmes,1961,2008
176000,1978,4,40,7,5,9900,2,NWAmes,1968,2008
98000,1014,2,52,5,5,7785,1,NAmes,1956,2008
109008,907,3,51,4,6,8593,1,NAmes,1957,2008
135750,952,2,52,4,7,8475,1,NAmes,1956,2008
155000,1128,3,45,5,6,8700,2,NAmes,1963,2008
180500,1425,3,44,6,5,10175,2,NAmes,1964,2008
174900,1165,3,42,6,7,9020,1,NAmes,1966,2008
140000,1136,3,43,6,6,9200,1,NAmes,1965,2008
145000,1092,3,44,6,7,8250,1,NAmes,1964,2008
179900,1265,3,43,5,8,9350,2,NAmes,1965,2008
168500,1350,3,44,6,5,9020,1,NAmes,1964,2008
140000,1114,3,47,5,5,9900,1,NAmes,1961,2008
145500,1053,3,49,5,7,10007,1,NAmes,1959,2008
142000,1252,3,49,6,6,10721,1,NAmes,1959,2008
141000,1100,3,48,4,5,12493,1,NAmes,1960,2008
153000,1118,3,48,5,7,11332,1,NAmes,1960,2008
72500,720,2,59,3,6,6627,1,BrkSide,1949,2008
52000,729,2,73,3,6,4130,1,BrkSide,1935,2008
118000,1077,2,69,5,6,7420,1,BrkSide,1939,2008
87000,906,2,71,4,7,4882,1,BrkSide,1937,2008
141500,1496,3,48,5,6,9600,2,NAmes,1960,2008
119000,1252,3,58,6,5,9600,1,NAmes,1950,2008
141500,1337,3,58,5,8,9600,1,NAmes,1950,2008
165500,1661,3,53,6,6,9600,1,NAmes,1955,2008
112900,1036,3,55,5,5,7584,1,NAmes,1953,2008
201800,1820,4,43,7,6,13700,1,NAmes,1965,2008
163000,1362,3,47,6,5,10197,1,NAmes,1961,2008
139950,1144,3,47,5,6,7875,1,NAmes,1961,2008
174000,1537,3,46,6,9,8400,1,NAmes,1962,2008
165000,1431,3,46,6,5,9150,1,NAmes,1962,2008
227000,1988,4,42,6,7,14670,2,NAmes,1966,2008
135000,1098,3,53,5,7,7390,1,NAmes,1955,2008
124000,1144,3,45,5,5,9204,1,NAmes,1963,2008
140000,1283,3,46,5,7,7763,1,NAmes,1962,2008
136500,1176,3,51,5,4,8856,1,NAmes,1957,2008
185000,1440,2,49,5,7,9840,2,NAmes,1959,2008
163000,1261,3,50,6,6,9120,1,NAmes,1958,2008
166800,1570,3,50,6,6,13200,1,NAmes,1958,2008
139000,1196,2,52,6,5,9000,1,NAmes,1956,2008
166000,1392,3,51,6,5,11900,1,NAmes,1957,2008
136000,1080,3,50,6,7,9464,1,NAmes,1958,2008
133000,1104,3,52,5,5,10425,1,NAmes,1956,2008
116000,882,2,56,5,6,11556,1,NAmes,1952,2008
137500,1152,3,55,5,6,9373,1,NAmes,1953,2008
130000,950,2,55,5,5,12774,1,NAmes,1953,2008
180000,1790,3,51,6,5,14250,2,NAmes,1957,2008
139000,952,2,57,5,7,7350,1,NAmes,1951,2008
110000,773,2,55,5,5,7677,1,NAmes,1953,2008
100000,1764,4,51,5,3,8838,2,NAmes,1957,2008
118500,1216,2,61,5,5,8480,1,NAmes,1947,2008
146000,1824,5,51,5,5,12436,2,NAmes,1957,2008
89900,869,1,60,4,6,10122,1,OldTown,1948,2008
114000,1159,3,83,5,8,7506,1,OldTown,1925,2008
140000,1558,3,63,5,6,10930,1,NAmes,1945,2008
86900,672,2,68,4,7,5400,1,OldTown,1940,2008
139000,1436,3,86,5,5,10836,1,OldTown,1922,2008
106250,1294,3,108,4,7,10800,2,OldTown,1900,2008
171000,1716,4,46,6,6,9247,1,NAmes,1962,2008
139000,1044,3,40,5,6,10180,1,NAmes,1968,2008
186000,1312,3,50,7,7,11355,1,NAmes,1958,2008
157000,1253,2,48,6,5,10920,1,NAmes,1960,2008
148000,1081,3,48,6,6,12929,1,NAmes,1960,2008
242000,2069,4,48,7,7,27650,2,NAmes,1960,2008
116000,910,3,55,5,7,8892,1,NAmes,1953,2008
94000,876,2,57,5,7,7200,1,NAmes,1951,2008
98300,1048,3,58,5,5,7200,1,NAmes,1950,2008
127000,1507,4,48,5,5,7910,2,NAmes,1960,2008
159000,1256,3,49,5,6,8000,1,NAmes,1959,2008
125900,1027,3,46,5,5,8000,1,NAmes,1962,2008
155000,1269,3,48,5,6,7931,1,NAmes,1960,2008
138000,1320,3,60,6,6,8064,2,NAmes,1948,2008
112500,984,2,54,6,7,6390,1,NAmes,1954,2008
105500,832,2,54,6,6,7227,1,NAmes,1954,2008
127500,1278,4,54,6,5,7200,1,NAmes,1954,2008
130000,1800,6,47,5,5,8513,2,NAmes,1961,2008
150000,1588,3,53,5,6,7200,1,NAmes,1955,2008
109500,825,2,54,5,7,7200,1,NAmes,1954,2008
140000,1796,4,45,6,5,7056,1,NAmes,1963,2008
167900,1611,4,44,6,6,9760,1,NAmes,1964,2008
136870,1117,3,45,5,5,7590,1,NAmes,1963,2008
143000,1133,3,0,6,5,9836,1,OldTown,2008,2008
73000,764,2,83,5,5,5232,1,OldTown,1925,2008
157500,1539,3,104,5,8,10440,2,OldTown,1904,2008
122600,1323,3,60,5,7,9184,1,OldTown,1948,2008
111000,1360,2,98,5,5,4800,1,OldTown,1910,2008
256000,2792,5,88,6,7,10440,2,OldTown,1920,2008
64000,672,2,68,5,4,4800,1,OldTown,1940,2008
139500,1456,4,93,6,7,6000,1,OldTown,1915,2008
118000,1594,3,98,4,6,11426,2,OldTown,1910,2008
200000,2082,3,5,7,5,11426,2,OldTown,2003,2008
119164,1656,2,68,4,6,7628,2,OldTown,1940,2008
122250,1740,2,88,5,5,7308,1,OldTown,1920,2008
120000,1027,2,88,7,6,5400,1,OldTown,1920,2008
155000,1436,3,68,6,6,10800,2,OldTown,1940,2008
78000,899,2,98,5,6,6756,1,OldTown,1910,2008
95000,1080,3,118,5,9,5914,1,OldTown,1890,2008
115000,789,2,60,5,5,6000,1,OldTown,1948,2008
147000,1122,2,60,5,7,12000,1,OldTown,1948,2008
140000,1499,3,62,5,6,9000,1,OldTown,1946,2008
46500,407,1,62,2,5,7311,1,OldTown,1946,2008
112500,928,3,51,5,6,6000,1,OldTown,1957,2008
107900,901,2,54,4,7,6000,1,OldTown,1954,2008
65000,1588,5,59,3,1,12205,2,OldTown,1949,2008
295000,3493,3,128,7,9,18386,3,OldTown,1880,2008
139500,1627,4,108,5,5,9142,2,OldTown,1900,2008
153900,1416,4,93,5,8,12665,1,OldTown,1915,2008
132000,1450,3,88,7,8,5350,1,OldTown,1920,2008
98000,1344,4,92,5,5,4571,1,OldTown,1916,2008
114000,1017,2,108,5,7,9143,1,OldTown,1900,2008
130000,2350,4,88,5,5,9600,2,OldTown,1920,2008
129500,2058,3,91,6,5,9600,1,OldTown,1917,2008
129400,1540,3,103,5,9,6000,1,OldTown,1905,2008
161000,1378,3,80,7,9,9600,2,OldTown,1928,2008
163000,1912,3,103,6,7,10800,2,OldTown,1905,2008
128000,1484,3,94,6,6,6300,2,OldTown,1914,2008
122000,2358,4,136,8,5,5250,2,OldTown,1872,2008
116900,1111,2,82,7,7,5700,1,OldTown,1926,2008
325000,2775,3,115,10,9,13500,3,OldTown,1893,2008
55000,1086,2,88,2,1,11340,1,OldTown,1920,2008
184000,2495,5,118,7,7,10800,2,OldTown,1890,2008
110000,984,2,49,5,6,9750,1,OldTown,1959,2008
131500,1795,4,54,5,5,12150,2,OldTown,1954,2008
97000,882,2,52,5,5,12702,1,OldTown,1956,2008
115500,1093,2,50,4,6,8516,1,OldTown,1958,2008
138000,1143,2,80,5,7,7111,1,BrkSide,1928,2008
108000,1668,3,63,7,7,7425,1,BrkSide,1945,2008
79500,935,2,78,5,6,9100,1,BrkSide,1930,2008
153000,1738,3,73,5,5,7010,2,BrkSide,1935,2008
109500,784,2,84,5,6,6130,1,BrkSide,1924,2008
124000,1210,3,67,5,7,5000,1,BrkSide,1941,2008
106900,1290,3,108,6,9,5870,1,BrkSide,1900,2008
164900,1672,3,68,6,7,6000,1,BrkSide,1940,2008
119000,949,2,84,5,7,6000,1,BrkSide,1924,2008
120000,1158,3,79,6,7,6000,1,BrkSide,1929,2008
157000,1497,3,71,6,7,6000,2,BrkSide,1937,2008
105000,1342,2,69,6,5,6000,2,BrkSide,1939,2008
113000,1013,3,82,6,7,5000,1,BrkSide,1926,2008
115000,1216,3,88,5,7,5520,1,BrkSide,1920,2008
79000,896,2,62,4,7,5940,1,BrkSide,1946,2008
123000,1136,2,79,4,7,6240,1,BrkSide,1929,2008
81300,808,1,63,5,6,6120,1,BrkSide,1945,2008
162900,1573,3,78,5,7,6240,2,BrkSide,1930,2008
150000,2009,4,69,7,5,6240,2,BrkSide,1939,2008
123500,1902,4,85,5,5,6120,2,OldTown,1923,2008
129900,1774,2,77,7,5,6120,2,OldTown,1931,2008
128000,1362,3,88,6,8,6155,2,BrkSide,1920,2008
68500,520,1,81,4,6,6324,1,BrkSide,1927,2008
127000,1285,2,60,5,5,8635,1,BrkSide,1948,2008
207000,1848,4,85,6,7,13053,1,BrkSide,1923,2008
184000,1820,4,83,7,6,9120,2,BrkSide,1925,2008
162500,1716,4,93,6,4,9144,2,BrkSide,1915,2008
145000,1505,3,68,5,5,9144,1,BrkSide,1940,2008
130000,838,2,90,6,7,10267,1,BrkSide,1918,2008
160000,1984,5,98,6,8,8094,2,OldTown,1910,2008
161000,1666,3,83,8,7,5100,1,OldTown,1925,2008
127500,1609,3,98,6,8,4347,1,OldTown,1910,2008
93850,768,1,78,6,6,6291,1,IDOTRR,1930,2008
136000,1536,4,56,6,6,10266,1,IDOTRR,1952,2008
141000,1969,4,70,6,6,6876,2,IDOTRR,1938,2008
120000,1308,2,93,5,6,10320,2,IDOTRR,1915,2008
127500,1040,2,83,6,7,7200,1,IDOTRR,1925,2008
127000,1236,3,83,6,6,7006,2,IDOTRR,1925,2008
89500,1406,3,88,6,7,7920,1,IDOTRR,1920,2008
125000,825,2,53,5,7,8235,1,OldTown,1955,2008
79900,1198,4,88,6,7,5586,1,OldTown,1920,2008
85000,759,1,96,5,8,10320,1,IDOTRR,1912,2008
82375,1344,3,93,3,3,10320,2,IDOTRR,1915,2008
135000,1469,3,102,6,7,10320,1,IDOTRR,1906,2008
